date	IELE1000_16750	IELE1000C_12592	IELE1000C_13115	IELE1000C_16757	IELE1000C_25795	IELE1000C_25796	IELE1000C_25797	IELE1000L_16766	IELE1000L_16767	IELE1000L_16768	IELE1000L_25800	IELE1002_12095	IELE1002_20906	IELE1002L_13618	IELE1002L_13619	IELE1002L_14092	IELE1002L_14133	IELE1002L_23258	IELE1006_13425	IELE1006_25803	IELE1006L_13630	IELE1006L_13631	IELE1006L_15220	IELE1006L_15269	IELE1006L_23279	IELE1010_13288	IELE1010_25672	IELE1010L_13281	IELE1010L_14856	IELE1010L_18681	IELE1010L_25804	IELE1010L_25805	IELE1080_24496	IELE1080_25676	IELE1400_23169	IELE1400_27889	IELE1400L_13633	IELE1400L_14858	IELE1400L_23262	IELE1400L_23263	IELE1502_13428	IELE1502L_13609	IELE1502L_23264	IELE1502L_23568	IELE1502L_25807	IELE1502L_25809	IELE1502L_27986	IELE1999_13476	IELE2000_10833	IELE2002_10834	IELE2002C_12644	IELE2002L_13635	IELE2002L_13636	IELE2002L_23265	IELE2002L_25810	IELE2009_13799	IELE2009L_13852	IELE2009L_14863	IELE2009L_25811	IELE2010_13637	IELE2010L_13638	IELE2010L_13639	IELE2010L_23266	IELE2010L_25812	IELE2040B_26860	IELE2042B_15084	IELE2044B_26861	IELE2080_24499	IELE2081_24500	IELE2100_10835	IELE2100L_13640	IELE2100L_14066	IELE2100L_14067	IELE2100L_14883	IELE2100L_14884	IELE2206_13429	IELE2206L_13641	IELE2206L_13642	IELE2206L_14096	IELE2206L_25818	IELE2210_24501	IELE2210_25680	IELE2210L_24502	IELE2210L_25681	IELE2210L_25683	IELE2210L_25686	IELE2210L_25687	IELE2300_10931	IELE2300_10968	IELE2300_10969	IELE2300L_13646	IELE2300L_13647	IELE2300L_13648	IELE2300L_13649	IELE2300L_15061	IELE2300L_15062	IELE2300L_15063	IELE2300L_15064	IELE2300L_16786	IELE2300L_20916	IELE2300L_25821	IELE2402_13477	IELE2402L_13650	IELE2402L_13651	IELE2402L_23270	IELE2500_13548	IELE2500L_13549	IELE2500L_14097	IELE2500L_14893	IELE2500L_25859	IELE2900_11068	IELE2901_24503	IELE3000_11173	IELE3001_10450	IELE3002_10451	IELE3006_10836	IELE3006L_14079	IELE3006L_14894	IELE3087_26862	IELE3088_26863	IELE3090_13853	IELE3100_26864	IELE3102_26865	IELE3106_26866	IELE3108_13430	IELE3150_26867	IELE3200_10932	IELE3200L_13660	IELE3200L_20922	IELE3208_12173	IELE3222_26868	IELE3222L_26869	IELE3222L_28132	IELE3330_13803	IELE3336_26870	IELE3430_13804	IELE4000_10553	IELE4001_11363	IELE4002_10554	IELE4003_11059	IELE4005_11542	IELE4010_10509	IELE4011_10693	IELE4014_26872	IELE4020_10555	IELE4021_10510	IELE4024_13854	IELE4070_12049	IELE4107_28239	IELE4108_26873	IELE4109_26874	IELE4215_26876	IELE4302_26877	IELE4311_26878	IELE4402_26879	IELE6002_14119	IELE6003_24518	IELE6007_21210	IELE6402_13855	IELE6970_13856	IELE6980_13857	IELE6981_24519	IELE6982_13859	IELE6983_26880	IELE6990_16804	IELE6997_24520
1707261709	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	0	-1	0	0	1	1	7	0	0	0	0	1	0	9	2	11	2	0	1	14	8	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	22	-2	-2	0	0	1	7	0	0	0	0	7	0	11	0	0	0	4	0	0	0	0	0	3	0	0	0	3	2	2	2	3	3	2	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	17	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	16	26	11	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	18	9	7	2
1707261733	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	0	0	1	0	9	2	11	1	0	2	14	8	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	22	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	0	4	0	0	0	0	0	3	0	-2	0	3	2	2	2	3	3	2	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	17	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	16	26	11	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	18	9	7	2
1707261807	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	0	0	1	0	9	2	11	1	0	2	14	8	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	22	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	0	4	0	0	0	0	0	3	0	-2	0	3	2	2	2	3	3	2	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	17	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	16	26	11	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	18	9	7	2
1707261822	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	0	0	1	0	9	2	11	1	0	2	14	8	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	22	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	0	4	0	0	0	0	0	3	0	-2	0	3	2	2	2	3	3	2	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	17	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	16	26	11	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	17	9	7	2
1707261842	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	0	0	1	0	9	2	11	1	0	2	14	8	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	20	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	0	4	0	0	0	0	0	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	17	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	16	26	11	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	17	9	7	2
1707261903	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	0	0	1	0	9	2	11	1	0	2	14	8	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	20	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	0	4	0	0	0	0	0	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	17	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	16	26	10	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	17	9	7	2
1707261944	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	0	0	1	0	9	2	11	1	0	2	14	8	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	20	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	0	4	0	0	0	0	0	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	17	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	16	26	10	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	17	9	7	2
1707262004	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	0	0	1	0	9	2	11	1	0	2	14	8	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	20	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	0	4	0	0	0	0	0	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	17	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	16	26	10	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	17	9	7	2
1707262107	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	0	0	1	0	9	2	11	1	0	2	14	8	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	20	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	0	4	0	0	0	0	0	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	17	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	16	26	10	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	17	9	7	2
1707262125	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	0	0	1	0	9	2	11	0	0	2	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	20	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	0	4	0	0	0	0	0	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	17	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	16	26	10	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	17	8	7	2
1707262142	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	0	0	1	0	9	2	11	0	0	2	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	20	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	0	4	0	0	0	0	0	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	17	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	16	26	10	5	14	0	0	13	30	2	19	11	24	17	0	4	1	8	7	19	12	17	8	7	2
1707262337	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	7	7	0	0	8	0	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	20	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	9	7	3	3	1	2	2	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	15	26	9	5	14	0	0	12	30	2	19	11	24	17	0	4	1	8	7	19	12	17	8	7	2
1707270001	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	7	7	0	0	8	0	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	20	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	9	7	2	3	1	3	2	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	15	26	9	5	14	0	0	12	30	2	19	11	24	17	0	4	1	8	7	19	12	17	8	7	2
1707270737	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	6	6	0	0	6	0	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	18	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	5	8	0	2	0	4	2	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	15	26	10	5	14	0	0	12	30	2	19	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707270816	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	6	6	0	0	6	0	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	18	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	5	8	0	2	0	4	2	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	15	26	10	5	14	0	0	12	30	2	19	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707270840	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	6	6	0	0	6	0	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	18	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	5	8	0	2	0	4	2	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	15	26	10	5	14	0	0	12	30	3	19	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707270903	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	3	0	4	0	0	11	-2	-1	0	1	1	0	7	0	0	6	6	0	0	6	0	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	18	-2	-1	0	0	1	7	0	0	0	0	7	0	11	0	0	5	8	0	2	0	4	2	2	0	-2	0	3	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	15	26	10	5	14	0	0	12	30	3	19	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707271009	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	8	-1	0	1	1	0	7	0	0	3	7	0	0	4	0	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	18	-2	-1	0	0	1	7	0	0	0	0	7	0	10	1	0	1	9	0	1	0	2	2	1	0	-2	0	2	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	15	26	10	5	14	0	0	12	30	3	19	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707271027	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	8	-1	0	1	1	0	7	0	0	1	6	0	1	6	0	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	11	2	0	9	0	18	-2	-1	0	0	1	7	0	0	0	0	7	0	10	1	0	1	9	0	1	0	2	2	1	0	-2	0	2	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	15	26	10	5	14	0	0	12	30	3	19	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707271053	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	8	-1	0	1	1	0	7	0	0	1	6	0	1	6	0	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	10	1	0	9	0	18	-2	-1	0	0	1	7	0	0	0	0	7	0	10	1	0	1	9	0	1	0	2	2	1	0	-2	0	2	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	15	26	10	5	14	0	0	12	30	3	19	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707271136	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	7	0	0	1	1	0	7	0	0	1	6	2	3	9	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	10	1	0	9	0	17	-2	-1	0	0	1	7	0	0	0	0	7	0	10	1	0	1	9	0	1	0	2	2	1	0	-2	0	2	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	6	14	0	0	15	26	10	5	14	0	0	12	30	3	19	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707271218	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	5	2	0	1	1	0	7	0	0	0	7	1	4	9	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	10	1	0	9	0	15	-2	-1	0	0	1	7	0	0	0	0	7	0	10	1	0	1	9	0	1	0	2	2	1	0	-2	0	2	2	2	2	3	3	1	1	0	3	8	2	0	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	5	14	-1	0	15	26	10	4	14	0	0	12	30	3	15	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707271250	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	4	3	0	1	1	0	7	0	0	0	7	1	4	8	2	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	9	1	0	9	-1	14	-2	-1	0	0	1	7	0	0	0	0	7	0	10	1	0	1	9	0	1	0	2	2	1	0	-2	0	2	2	2	2	3	3	1	1	0	3	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	5	15	-1	0	15	26	9	4	15	0	0	12	30	2	15	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707271309	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	-2	3	0	0	0	0	3	0	0	0	6	1	4	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	9	1	0	9	-1	14	-2	-1	0	0	1	7	0	0	0	0	7	0	10	1	0	0	9	0	1	0	2	1	1	0	-2	0	2	2	2	2	3	3	1	1	0	3	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	5	15	-1	0	15	26	9	4	15	0	0	12	30	2	15	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707271338	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	-14	3	-5	-3	-1	-2	2	0	0	1	5	1	4	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	9	1	0	9	-1	14	-2	-1	0	0	1	7	0	0	0	0	7	0	10	1	0	0	9	0	1	0	2	1	1	0	-2	0	2	2	2	2	3	3	1	1	0	3	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	5	15	-1	0	15	26	9	4	15	0	0	12	30	2	15	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707271422	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	4	3	-5	-3	-1	-2	2	0	0	0	4	1	2	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	9	1	0	9	-1	16	-2	-1	0	0	1	7	0	0	0	0	7	0	10	1	0	0	8	0	1	0	1	1	1	0	22	0	2	2	2	2	3	3	1	1	0	3	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	5	15	-1	0	15	26	9	4	15	0	0	12	30	2	15	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707271448	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	4	3	-5	-3	-1	-2	2	0	0	0	4	1	2	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	9	1	0	9	-1	16	-2	-1	0	0	1	7	0	0	0	0	7	0	10	1	0	0	7	0	1	0	0	1	1	0	20	0	2	2	2	2	3	3	1	1	0	3	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	30	11	1	14	17	-1	6	18	13	14	7	5	15	-1	0	15	26	9	4	15	0	0	12	30	2	15	11	24	17	0	4	1	8	7	19	12	17	7	7	2
1707271510	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	4	3	-5	-3	-1	-2	2	0	0	0	4	1	2	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	9	1	0	9	-1	16	-2	-1	0	0	1	7	0	0	0	0	7	0	10	1	0	0	7	0	1	0	0	1	1	0	19	0	2	2	2	2	3	3	1	1	0	2	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	29	11	0	14	17	-1	6	18	13	14	7	5	15	-1	-1	15	25	9	4	15	0	0	12	30	2	15	8	22	17	0	4	1	8	7	19	12	17	7	7	2
1707271544	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	4	3	-5	-3	-1	-2	2	0	0	0	4	1	2	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	9	1	0	9	-1	16	-2	-1	0	0	1	7	0	0	0	0	7	0	10	1	0	0	7	0	1	0	0	1	1	0	19	0	2	2	2	2	3	3	1	1	0	2	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	29	11	0	14	17	-1	6	18	13	14	7	5	15	-1	-1	15	25	9	4	15	0	0	12	30	2	15	8	21	17	0	4	1	8	7	18	12	16	8	6	2
1707271643	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	4	3	-5	-3	-1	-2	2	0	0	0	4	1	2	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	9	1	0	9	-1	16	-2	-1	0	0	1	7	0	0	0	0	8	0	11	1	0	0	7	0	1	0	0	1	0	0	11	0	2	2	0	0	3	0	1	1	0	0	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	29	11	0	14	17	-1	6	18	13	14	7	5	15	-1	-1	15	25	9	4	15	0	0	12	30	2	15	7	21	17	0	4	1	8	7	18	12	16	8	5	2
1707271704	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	4	3	-5	-3	-1	-2	2	0	0	0	4	1	2	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	9	1	0	9	-1	16	-2	-1	0	0	1	7	0	0	0	0	8	0	11	1	0	0	7	0	1	0	0	1	0	0	9	0	2	2	0	0	1	0	1	1	0	0	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	29	11	0	14	17	-1	6	18	13	14	7	5	15	-1	-1	15	25	9	4	15	0	0	12	30	2	15	7	21	17	0	4	1	8	7	18	12	16	8	5	2
1707271720	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	4	3	-5	-3	-1	-2	2	0	0	0	4	1	2	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	9	1	0	9	-1	16	-2	-1	0	0	1	7	0	0	0	0	8	0	11	1	0	0	7	0	1	0	0	1	0	0	8	0	2	2	0	0	0	0	1	1	0	0	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	29	11	0	14	17	-1	6	18	13	14	7	5	15	-1	-1	15	25	9	4	15	0	0	12	30	2	15	7	21	17	0	4	1	8	7	18	12	16	8	5	2
1707271802	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	4	3	-5	-3	-1	-2	2	0	0	0	4	1	2	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	9	1	0	9	-1	16	-2	-1	0	0	1	7	0	0	0	0	8	0	11	1	0	0	7	0	1	0	0	1	0	0	8	0	2	2	0	0	0	0	1	1	0	0	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	29	11	0	14	17	-1	6	18	13	14	7	5	15	-1	-1	15	25	9	4	15	0	0	12	30	2	15	7	21	17	0	4	1	8	7	18	12	16	8	5	2
1707272002	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	4	3	-5	-3	-1	-2	2	0	0	0	4	1	2	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	10	1	0	9	0	16	-2	-1	0	0	1	7	0	0	0	0	8	0	11	1	0	0	7	0	1	0	0	1	0	0	8	0	2	2	0	0	0	0	1	1	0	0	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	29	11	0	14	17	-1	6	18	13	14	7	5	15	-1	-1	15	25	9	4	15	0	0	12	30	2	15	7	21	17	0	4	1	8	7	18	12	16	8	5	2
1707272150	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	4	3	-5	-3	-1	-2	2	0	0	0	4	1	2	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	10	1	0	9	0	16	-2	-1	0	0	1	7	0	0	0	0	8	0	11	1	0	0	7	0	1	0	0	1	0	0	8	0	2	2	0	0	0	0	1	1	0	0	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	29	11	0	14	17	-1	6	18	13	14	7	5	15	-1	-1	15	25	9	4	15	0	0	12	30	2	15	7	21	17	0	4	1	8	7	18	12	16	8	5	2
1707272237	4	1	2	1	0	0	0	1	2	1	2	0	10	10	0	2	4	2	0	2	0	3	0	0	11	4	3	-5	-3	-1	-2	2	0	0	0	4	1	2	8	1	11	0	0	8	14	9	0	9	4	5	5	0	2	4	1	9	2	9	0	10	1	0	9	0	16	-2	-1	0	0	1	7	0	0	0	0	8	0	11	1	0	0	7	0	1	0	0	1	0	0	8	0	2	2	0	0	0	0	1	1	0	0	6	1	-1	4	0	0	3	5	0	0	0	23	21	10	28	7	7	0	1	9	13	24	13	16	0	29	11	0	14	17	-1	6	18	13	14	7	5	15	-1	-1	15	25	9	4	15	0	0	12	30	2	15	7	21	17	0	4	1	8	7	18	12	16	8	5	2
