date	ECON1001B_10215	ECON1001B_16629	ECON1001B_26010	ECON1001C_12521	ECON1001C_12522	ECON1001C_12523	ECON1001C_16635	ECON1001C_16637	ECON1001C_18698	ECON1001C_26011	ECON1001C_26012	ECON1001C_26013	ECON1006_21542	ECON1006_23066	ECON1006_23069	ECON1006C_23221	ECON1006C_23229	ECON1006C_23230	ECON1006C_23231	ECON1110_26565	ECON1110_28086	ECON1110_28087	ECON1299_28607	ECON1300_10695	ECON1300_10854	ECON1301_11052	ECON1301_11097	ECON1303_13279	ECON1304_21166	ECON1501_10528	ECON1501_12591	ECON1502B_10020	ECON1502B_10187	ECON2101_10178	ECON2101_10249	ECON2101C_12525	ECON2101C_12526	ECON2101C_15069	ECON2101C_23602	ECON2101C_25787	ECON2102_10070	ECON2102_10188	ECON2102C_12326	ECON2102C_12527	ECON2102C_16737	ECON2102C_23607	ECON2102C_28556	ECON2104_10071	ECON2105_10204	ECON2105_25501	ECON2105C_15086	ECON2105C_15091	ECON2105C_15267	ECON2105C_15268	ECON2106_10199	ECON2106_10200	ECON2106_10201	ECON2106C_12281	ECON2106C_12529	ECON2106C_12530	ECON2106C_12531	ECON2106C_12532	ECON2106C_13174	ECON2106C_17115	ECON2106C_20534	ECON2106C_23340	ECON2107_10423	ECON2107_10431	ECON2107_10443	ECON2107_18607	ECON2107_28124	ECON2107C_12535	ECON2107C_12536	ECON2107C_12537	ECON2107C_12538	ECON2107C_12539	ECON2107C_12540	ECON2107C_12541	ECON2107C_12542	ECON2107C_12543	ECON2107C_18609	ECON2107C_18610	ECON2107C_18611	ECON2107C_28127	ECON2107C_28128	ECON2107C_28130	ECON2201_10098	ECON2201_10101	ECON2201C_12327	ECON2201C_12546	ECON2201C_12547	ECON2201C_12548	ECON2202_10189	ECON2202_23133	ECON2202C_12328	ECON2202C_12553	ECON2202C_12554	ECON2202C_26144	ECON2203_10621	ECON2203_10731	ECON2203_20540	ECON2203_23143	ECON2203C_12329	ECON2203C_12556	ECON2203C_12557	ECON2203C_12558	ECON2203C_12561	ECON2203C_12562	ECON2203C_17114	ECON2203C_17116	ECON2203C_18618	ECON2203C_20541	ECON2203C_21223	ECON2203C_23144	ECON2204_10448	ECON2204C_12563	ECON2204C_12565	ECON2301_10105	ECON2301_10106	ECON2301C_12330	ECON2301C_12567	ECON2301C_12568	ECON2301C_23158	ECON2501B_15497	ECON2901B_24066	ECON3301_10219	ECON3301_10255	ECON3301C_12331	ECON3301C_12570	ECON3301C_12572	ECON3301C_25608	ECON3401_10183	ECON3501_10022	ECON3501_10539	ECON3502_10108	ECON3502_10109	ECON3502_1109	ECON3504_26568	ECON3602_10667	ECON3602_13752	ECON3602_18642	ECON3609_10024	ECON3620_26570	ECON3665_10567	ECON3672_26575	ECON3704_12669	ECON3707_26577	ECON3708_26578	ECON3714_24101	ECON3722_28605	ECON3724_26581	ECON3730_13278	ECON3737_26584	ECON3739_28343	ECON3740_14248	ECON3744_26587	ECON3747_21592	ECON3756_26591	ECON3760_26593	ECON3762_28606	ECON3763_28618	ECON3764_28619	ECON3991_10212	ECON3992_10213	ECON4112_26594	ECON4112C_26595	ECON4112C_27935	ECON4212_26596	ECON4212C_26597	ECON4212C_27954	ECON4301_10627	ECON4301_14072	ECON4301C_12285	ECON4301C_12745	ECON4301C_14073	ECON4301C_14074	ECON4568_14536	ECON4568_15045	ECON4568C_15072	ECON4568C_15077	ECON4568C_15079	ECON4568C_15080	ECON4600_11155	ECON4600_11270	ECON4600_11406	ECON4600_27969	ECON4603_10018	ECON4643_11170	ECON4644_28248	ECON4653_26599	ECON4655_26600	ECON4659_16366	ECON4659_25440	ECON4659C_16367	ECON4659C_16879	ECON4659C_16880	ECON4659C_16881	ECON4660_26601	ECON4661_26602	ECON4662_28247	ECON4800_11511	ECON6104_26604	ECON6104C_26605	ECON6201_26606	ECON6201C_26607	ECON6301_26608	ECON6301C_26609	ECON6401_26610	ECON6621_26611	ECON6622_19292	ECON6622_26205	ECON6970_26612	ECON6971_26613	ECON6972_26614	ECON6973_26615	ECON6980_12286	ECON6981_12031	ECON6982_12184	ECON6983_20789	ECON6984_23190	ECON6985_13058	ECON6986_13454	ECON6987_23191	ECON6988_14540	ECON6989_23261	ECON6990_13302	ECON6997_11512
1707270816	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	53	0	17	12	18	0	12	5	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	3	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	18	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707270840	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	53	0	17	12	18	0	12	5	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	3	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	18	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707270903	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	6	0	1	0	53	0	17	12	18	0	12	5	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	3	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	18	7	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707271009	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	1	17	11	18	1	12	5	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	18	7	11	-1	-1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707271027	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	17	11	18	0	12	5	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	18	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707271053	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	17	11	18	0	12	5	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	18	7	11	-2	0	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1707271136	8	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	17	11	18	0	12	5	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	5	5	6	6	6	6	1	6	0	0	0	0	0	-4	-4	0	-2	0	-1	0	0	0	0	0	0	0
1707271218	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	-1	0	-1	-4	-4	0	-2	0	-2	0	-2	0	-1	0	-1	0
1707271250	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	-1	0	-1	-4	-4	0	-2	0	-2	0	-2	0	-1	0	-1	0
1707271309	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	-1	0	-1	-4	-4	0	-2	0	-2	0	-2	0	-1	0	-1	0
1707271338	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	-1	0	-1	-4	-4	0	-2	0	-2	0	-2	0	-1	0	-1	0
1707271422	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	-1	0	-1	-4	-4	0	-2	0	-2	0	-2	0	-1	0	-1	0
1707271448	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	1	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	-1	0	-1	-4	-4	0	-2	0	-2	0	-2	0	-1	0	-1	0
1707271510	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	18	33	0	0	0	0	7	13	13	5	2	4	8	10	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	-1	0	-1	-4	-4	0	-2	0	-2	0	-2	0	-1	0	-1	0
1707271544	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	17	33	0	0	0	0	7	13	13	5	2	4	8	9	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	-1	0	-1	-4	-4	0	-2	0	-2	0	-2	0	-1	0	-1	0
1707271643	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	17	33	0	0	0	0	7	13	13	5	2	4	8	9	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	-1	0	-1	-4	-4	0	-2	0	-2	0	-2	0	-1	0	-1	0
1707271704	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	17	33	0	0	0	0	7	13	13	5	2	4	8	9	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	-1	0	-1	-4	-4	0	-2	0	-2	0	-2	0	-1	0	-1	0
1707271720	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	17	33	0	0	0	0	7	13	13	5	2	4	8	9	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	17	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	-1	0	-1	-4	-4	0	-2	0	-2	0	-2	0	-1	0	-1	0
1707271802	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	17	33	0	0	0	0	7	13	13	5	2	4	8	9	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	16	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0
1707272002	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	17	33	0	0	0	0	7	13	13	5	2	4	8	9	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	16	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0
1707272150	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	17	33	0	0	0	0	7	13	13	5	2	4	8	9	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	16	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0
1707272237	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	7	0	6	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	17	33	0	0	0	0	7	13	13	5	2	4	8	9	1	0	0	0	0	0	0	0	0	0	23	0	12	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	17	0	0	5	12	17	2	0	0	0	0	18	0	0	7	0	3	0	23	18	29	12	25	4	5	0	11	8	0	0	1	19	31	13	7	0	62	95	16	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0
1707281100	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	8	0	7	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	17	33	0	0	0	0	7	13	13	5	2	4	8	9	1	0	0	0	0	0	0	0	0	0	23	1	12	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	17	0	0	5	12	17	2	0	1	0	0	18	0	0	7	0	4	0	23	18	30	12	25	4	5	0	11	7	0	0	0	19	31	13	7	0	62	95	16	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-2	0
1707281233	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	8	0	7	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	17	33	0	0	0	0	7	13	13	5	2	4	8	9	1	0	0	0	0	0	0	0	0	0	23	1	12	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	17	0	0	5	12	17	2	0	1	0	0	18	0	0	7	0	4	0	23	18	30	12	25	4	5	0	11	7	0	0	0	19	31	13	7	0	62	95	16	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-3	0
1707281457	0	3	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	17	11	9	0	15	6	0	15	6	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	7	8	0	7	0	1	0	52	0	16	11	18	0	12	4	0	0	0	23	0	11	17	33	0	0	0	0	7	13	13	5	2	4	8	9	1	0	0	0	0	0	0	0	0	0	23	1	12	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	17	0	0	5	12	17	2	0	1	0	0	18	0	0	7	0	4	0	23	18	30	12	25	4	5	0	11	7	0	0	0	19	31	13	7	0	62	95	16	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	16	10	10	0	4	4	5	5	5	5	0	5	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-3	0
